(8098, 'motive', ['1', '2', '4'])
(4918, 'flaky', ['6', '0', '4'])
(7055, 'laborious', ['3', '2', '5'])
(5441, 'glory', ['6', '0', '1'])
(11083, 'seer', ['9', '2', '5'])
(8772, 'overstock', ['6', '0', '5'])
(9466, 'possessor', ['1', '2', '3'])
(3316, 'den', ['3', '3', '5'])
(2667, 'continual', ['12', '2', '6'])
(13433, 'utensil', ['5', '4', '4'])
(11214, 'shape', ['6', '0', '4'])
(8624, 'optics', ['11', '4', '5'])
(344, 'airport', ['6', '0', '3'])
(3713, 'displace', ['3', '3', '6'])
(9986, 'quartile', ['6', '0', '5'])
(13234, 'unification', ['11', '2', '4'])
(5471, 'gold', ['12', '2', '5'])
(5471, 'gold', ['7', '2', '5'])
(1457, 'boy', ['6', '0', '3'])
(11895, 'statutory', ['6', '0', '4'])
(6385, 'incongruous', ['6', '0', '4'])
(4539, 'existence', ['6', '0', '4'])
(6419, 'independent', ['6', '0', '3'])
(9852, 'proximity', ['6', '0', '4'])
(1292, 'blatant', ['6', '0', '3'])
(8635, 'oracle', ['6', '0', '4'])
(2430, 'compliment', ['6', '0', '2'])
(10752, 'rot', ['1', '3', '4'])
(6879, 'jam', ['6', '0', '4'])
(6079, 'humanity', ['6', '0', '2'])
(8462, 'obligation', ['3', '2', '5'])
(7815, 'metal', ['5', '2', '4'])
(8457, 'obituary', ['1', '3', '4'])
(4250, 'endowment', ['6', '0', '4'])
(9802, 'prosecution', ['1', '4', '5'])
(13309, 'unpopular', ['5', '2', '5'])
(13309, 'unpopular', ['4', '2', '5'])
(8475, 'obnoxious', ['6', '0', '5'])
(12854, 'transform', ['2', '3', '7'])
(8087, 'mosaic', ['6', '0', '4'])
(7976, 'mobile', ['11', '2', '3'])
(7806, 'mesa', ['6', '0', '4'])
(1979, 'charcoal', ['1', '2', '3'])
(6598, 'inquiry', ['6', '0', '3'])
(10642, 'rheumatism', ['10', '2', '5'])
(7151, 'lawyer', ['6', '0', '4'])
(12060, 'studio', ['6', '0', '3'])
(11096, 'seller', ['4', '2', '4'])
(1092, 'bath', ['2', '4', '4'])
(1185, 'beneficial', ['4', '3', '7'])
(986, 'badger', ['6', '0', '3'])
(1512, 'bridal', ['11', '3', '3'])
(12560, 'testimony', ['6', '0', '3'])
(1591, 'bullet', ['1', '3', '5'])
(5327, 'gauche', ['6', '0', '3'])
(540, 'announce', ['11', '2', '12'])
(540, 'announce', ['1', '2', '12'])
(540, 'announce', ['4', '2', '12'])
(540, 'announce', ['12', '2', '12'])
(752, 'artillery', ['1', '5', '12'])
(1058, 'barometer', ['5', '5', '12'])
(13133, 'unconscionable', ['6', '0', '4'])
(3009, 'culminate', ['5', '2', '4'])
(13570, 'vestige', ['9', '2', '5'])
(12102, 'subordinate', ['3', '3', '4'])
(4219, 'enchant', ['2', '2', '5'])
(6076, 'humane', ['6', '0', '4'])
(3034, 'curiosity', ['8', '2', '4'])
(7082, 'lamp', ['12', '3', '5'])
(14046, 'young', ['12', '2', '4'])
(14046, 'young', ['8', '2', '4'])
(644, 'appreciable', ['10', '2', '3'])
(4006, 'dwell', ['3', '2', '4'])
(10905, 'satisfied', ['2', '2', '4'])
(259, 'aeroplane', ['6', '0', '3'])
(4961, 'flinch', ['12', '2', '5'])
(1244, 'bin', ['5', '2', '5'])
(1244, 'bin', ['2', '2', '5'])
(420, 'alteration', ['6', '0', '6'])
(5352, 'generally', ['5', '2', '5'])
(8081, 'mortar', ['5', '2', '5'])
(9422, 'poodle', ['11', '3', '4'])
(3316, 'den', ['1', '4', '6'])
(10879, 'sand', ['12', '3', '4'])
(7565, 'malignancy', ['1', '3', '5'])
(3378, 'derogatory', ['5', '2', '3'])
(6455, 'industrious', ['5', '2', '4'])
(4748, 'faulty', ['6', '0', '5'])
(12644, 'throat', ['8', '4', '5'])
(3873, 'dose', ['11', '4', '20'])
(3873, 'dose', ['1', '4', '20'])
(5384, 'ghastly', ['1', '2', '4'])
(13857, 'whiz', ['5', '2', '3'])
(9997, 'quest', ['10', '2', '5'])
(9997, 'quest', ['2', '2', '5'])
(3445, 'determinate', ['11', '4', '12'])
(3445, 'determinate', ['2', '4', '12'])
(11172, 'settler', ['6', '0', '4'])
(833, 'asymmetry', ['1', '3', '4'])
(868, 'attenuate', ['5', '3', '10'])
(5856, 'heiress', ['8', '2', '4'])
(12692, 'time', ['2', '2', '5'])
(7236, 'lessee', ['6', '0', '4'])
(7686, 'materially', ['6', '0', '4'])
(10649, 'ribbon', ['8', '2', '5'])
(12301, 'swampy', ['4', '3', '5'])
(6683, 'intense', ['6', '0', '2'])
(3442, 'deteriorated', ['1', '3', '5'])
(13339, 'unsatisfactory', ['5', '2', '5'])
(7219, 'lemon', ['12', '5', '6'])
(11013, 'scrip', ['6', '0', '3'])
(9262, 'pirate', ['1', '2', '3'])
(7042, 'knowingly', ['4', '2', '5'])
(6484, 'infantile', ['11', '2', '3'])
(7548, 'majesty', ['11', '2', '5'])
(7548, 'majesty', ['9', '2', '5'])
(10780, 'rubber', ['1', '2', '5'])
(10780, 'rubber', ['3', '2', '5'])
(9153, 'pessimism', ['5', '2', '5'])
(7015, 'kingdom', ['9', '4', '5'])
(4218, 'encampment', ['3', '2', '4'])
(11592, 'sock', ['11', '3', '5'])
(12652, 'thrust', ['10', '2', '5'])
(84, 'accidental', ['12', '6', '22'])
(12122, 'substantiate', ['1', '2', '4'])
(12122, 'substantiate', ['12', '2', '4'])
(1518, 'briefly', ['11', '2', '3'])
(6648, 'instructive', ['11', '2', '4'])
(3537, 'diligence', ['7', '2', '4'])
(10841, 'safety', ['8', '2', '3'])
(5441, 'glory', ['12', '2', '4'])
(7374, 'loathing', ['1', '2', '5'])
(6716, 'interment', ['1', '4', '5'])
(12432, 'tape', ['11', '3', '3'])
(3804, 'divest', ['5', '2', '4'])
(8120, 'movable', ['3', '2', '5'])
(11106, 'senator', ['6', '0', '3'])
(11930, 'sterling', ['6', '0', '1'])
(7960, 'mister', ['1', '2', '6'])
(7960, 'mister', ['3', '2', '6'])
(6560, 'initiate', ['1', '2', '5'])
(6560, 'initiate', ['5', '2', '5'])
(5256, 'fuse', ['6', '0', '4'])
(2548, 'confound', ['6', '0', '3'])
(1364, 'bodyguard', ['2', '2', '4'])
(2837, 'couple', ['2', '2', '5'])
(1680, 'cafe', ['3', '2', '4'])
(11444, 'slanderous', ['1', '2', '3'])
(1751, 'cantilever', ['3', '2', '4'])
(12130, 'subtlety', ['8', '2', '5'])
(12811, 'tracing', ['5', '2', '3'])
(10417, 'renewal', ['5', '2', '4'])
(11624, 'solve', ['6', '0', '3'])
(12299, 'swamp', ['6', '0', '4'])
(537, 'annihilation', ['1', '4', '9'])
(13919, 'withal', ['5', '2', '5'])
(2328, 'comfort', ['2', '2', '4'])
(4355, 'equator', ['4', '2', '4'])
(4355, 'equator', ['2', '2', '4'])
(9141, 'persuasive', ['6', '0', '3'])
(6441, 'indistinguishable', ['1', '2', '4'])
(6441, 'indistinguishable', ['5', '2', '4'])
(5429, 'glide', ['2', '3', '9'])
(452, 'amends', ['8', '3', '13'])
(4169, 'embodiment', ['11', '2', '4'])
(4313, 'entirety', ['6', '0', '4'])
(2004, 'cheat', ['1', '2', '4'])
(12046, 'strongly', ['6', '0', '3'])
(10655, 'rid', ['3', '2', '3'])
(13966, 'worn', ['5', '3', '3'])
(7660, 'mash', ['3', '2', '5'])
(4122, 'elegant', ['11', '2', '4'])
(2313, 'columnar', ['6', '0', '3'])
(2166, 'clef', ['6', '0', '3'])
(5939, 'hinge', ['6', '0', '4'])
(8726, 'outspoken', ['4', '2', '6'])
(5389, 'gibberish', ['5', '2', '4'])
(10515, 'resist', ['1', '2', '5'])
(10515, 'resist', ['2', '2', '5'])
(6952, 'jumbled', ['5', '2', '5'])
(4668, 'faculty', ['6', '0', '4'])
(9555, 'predisposition', ['2', '2', '5'])
(5357, 'generic', ['6', '0', '3'])
(5153, 'fraternity', ['9', '3', '4'])
(9436, 'porcupine', ['3', '5', '5'])
(523, 'anhydrous', ['11', '2', '5'])
(523, 'anhydrous', ['3', '2', '5'])
(5356, 'generator', ['6', '0', '3'])
(3774, 'distraught', ['1', '3', '5'])
(341, 'airline', ['6', '0', '3'])
(11787, 'spotless', ['11', '4', '4'])
(8402, 'noun', ['4', '2', '4'])
(13475, 'variable', ['12', '3', '5'])
(13827, 'wharf', ['1', '2', '3'])
(2591, 'consequence', ['6', '0', '3'])
(9688, 'procedure', ['11', '3', '5'])
(10584, 'retina', ['11', '2', '4'])
(3312, 'demonstration', ['6', '0', '4'])
(6760, 'intramural', ['6', '0', '4'])
(10432, 'repay', ['6', '0', '2'])
(6725, 'interpolation', ['5', '2', '3'])
(11718, 'speedily', ['12', '2', '5'])
(3950, 'drowsiness', ['1', '2', '5'])
(8087, 'mosaic', ['6', '0', '4'])
(9987, 'quartz', ['11', '2', '4'])
(9987, 'quartz', ['2', '2', '4'])
(11913, 'steamy', ['10', '4', '4'])
(3076, 'cyclone', ['5', '2', '5'])
(109, 'accumulate', ['10', '3', '9'])
(109, 'accumulate', ['4', '3', '9'])
(9960, 'quadrature', ['1', '2', '5'])
(9960, 'quadrature', ['2', '2', '5'])
(11513, 'small', ['8', '2', '5'])
(12142, 'succeeding', ['6', '0', '5'])
(6251, 'impediment', ['5', '2', '6'])
(12863, 'transitory', ['7', '2', '6'])
(10705, 'riveting', ['6', '0', '4'])
(2944, 'criticize', ['6', '0', '4'])
(2092, 'cinder', ['10', '3', '5'])
(12739, 'toll', ['4', '4', '6'])
(5222, 'fuel', ['5', '2', '5'])
(8255, 'neatly', ['11', '2', '3'])
(10887, 'sanity', ['11', '3', '5'])
(7553, 'makeshift', ['7', '3', '4'])
(664, 'apt', ['4', '4', '15'])
(4728, 'fascinating', ['2', '2', '3'])
(2347, 'commentator', ['2', '3', '4'])
(5056, 'forecast', ['11', '2', '4'])
(5056, 'forecast', ['5', '2', '4'])
(8126, 'mow', ['4', '2', '5'])
(13204, 'unexpected', ['10', '2', '5'])
(7643, 'marquis', ['6', '0', '3'])
(2003, 'cheap', ['3', '2', '5'])
(5167, 'freezer', ['11', '5', '6'])
(942, 'avocado', ['4', '5', '5'])
(5389, 'gibberish', ['12', '2', '4'])
(5389, 'gibberish', ['7', '2', '4'])
(6404, 'incursion', ['6', '0', '4'])
(8836, 'palm', ['4', '3', '3'])
(6636, 'instigate', ['6', '0', '4'])
(14055, 'zenith', ['11', '2', '4'])
(8500, 'obtuse', ['12', '2', '5'])
(8500, 'obtuse', ['3', '2', '5'])
(150, 'activity', ['9', '2', '6'])
(1437, 'boulder', ['3', '2', '4'])
(3633, 'discouragement', ['1', '2', '4'])
(6060, 'housewife', ['6', '0', '5'])
(5149, 'frank', ['6', '0', '3'])
(5115, 'fortify', ['5', '3', '6'])
(2806, 'cosmos', ['6', '0', '4'])
(9873, 'publication', ['6', '0', '4'])
(10982, 'scoff', ['1', '2', '4'])
(6602, 'inscription', ['11', '2', '5'])
(6602, 'inscription', ['1', '2', '5'])
(8159, 'murderous', ['10', '3', '5'])
(6403, 'incurable', ['1', '2', '4'])
(9884, 'pug', ['3', '4', '6'])
(1797, 'carelessness', ['6', '0', '4'])
(3441, 'deteriorate', ['1', '2', '4'])
(8548, 'offset', ['1', '2', '3'])
(9310, 'platter', ['11', '3', '4'])
(13654, 'vitreous', ['11', '3', '4'])
(6085, 'humidity', ['2', '2', '5'])
(4849, 'filling', ['3', '2', '4'])
(37, 'abovementioned', ['1', '2', '4'])
(6237, 'impact', ['6', '0', '3'])
(6550, 'inheritance', ['6', '0', '2'])
(3193, 'declare', ['5', '3', '4'])
(10403, 'remorse', ['5', '3', '5'])
(1526, 'brimstone', ['12', '2', '4'])
(11920, 'stench', ['4', '2', '5'])
(11208, 'shame', ['10', '2', '4'])
(12157, 'suddenly', ['7', '2', '5'])
(11807, 'squad', ['4', '2', '4'])
(5869, 'hem', ['5', '2', '5'])
(4303, 'enterprise', ['4', '2', '5'])
(13691, 'voyage', ['2', '4', '5'])
(12441, 'tart', ['6', '0', '5'])
(12374, 'system', ['5', '2', '4'])
(2317, 'combat', ['1', '2', '3'])
(12736, 'tolerant', ['5', '2', '4'])
(8742, 'overcoat', ['1', '2', '4'])
(8742, 'overcoat', ['5', '2', '4'])
(7906, 'ministry', ['6', '0', '1'])
(4822, 'fibrous', ['3', '3', '4'])
(6763, 'intrigue', ['1', '4', '8'])
(8063, 'morals', ['6', '0', '2'])
(10338, 'reinstatement', ['6', '0', '3'])
(11742, 'spindle', ['3', '3', '5'])
(2628, 'constrained', ['6', '0', '3'])
(12746, 'tong', ['6', '0', '3'])
(4574, 'experimental', ['12', '2', '5'])
(3623, 'discontent', ['10', '2', '5'])
(10599, 'retrograde', ['6', '0', '5'])
(9269, 'pitfall', ['1', '2', '5'])
(9269, 'pitfall', ['3', '2', '5'])
(1108, 'bazaar', ['6', '0', '3'])
(3425, 'destructive', ['1', '2', '4'])
(11726, 'spent', ['1', '2', '5'])
(9980, 'quarry', ['5', '4', '4'])
(10650, 'rice', ['11', '3', '4'])
(65, 'abutment', ['3', '4', '9'])
(1671, 'cable', ['1', '3', '5'])
(12692, 'time', ['6', '0', '4'])
(350, 'akin', ['2', '2', '6'])
(350, 'akin', ['3', '2', '6'])
(2476, 'concession', ['6', '0', '3'])
(696, 'ardor', ['10', '5', '12'])
(8155, 'municipality', ['4', '2', '6'])
(8155, 'municipality', ['3', '2', '6'])
(289, 'aforesaid', ['10', '4', '12'])
(11969, 'stolen', ['1', '3', '5'])
(7001, 'kill', ['1', '3', '5'])
(702, 'argue', ['10', '2', '5'])
(8635, 'oracle', ['11', '2', '5'])
(12929, 'tribunal', ['1', '2', '4'])
(743, 'artery', ['10', '6', '6'])
(7792, 'merchant', ['2', '2', '4'])
(17, 'abeyance', ['1', '2', '10'])
(17, 'abeyance', ['5', '2', '10'])
(17, 'abeyance', ['2', '2', '10'])
(13767, 'waterproof', ['2', '3', '5'])
(8842, 'pan', ['5', '2', '5'])
(10322, 'regulatory', ['10', '2', '5'])
(5371, 'genus', ['4', '3', '5'])
(378, 'aliquot', ['1', '3', '7'])
(9296, 'plantation', ['4', '2', '3'])
(6936, 'joyful', ['8', '3', '5'])
(11981, 'stopping', ['10', '3', '5'])
(4441, 'evade', ['1', '2', '3'])
(3238, 'defiance', ['1', '3', '8'])
(9532, 'precious', ['9', '2', '5'])
(12799, 'towel', ['11', '2', '3'])
(2266, 'coil', ['5', '3', '5'])
(5756, 'harmoniously', ['11', '2', '3'])
(4590, 'explorer', ['4', '3', '6'])
(2038, 'childish', ['6', '0', '4'])
(1060, 'baroque', ['9', '2', '5'])
(2706, 'convention', ['11', '2', '4'])
(10031, 'racket', ['6', '0', '3'])
(8607, 'opium', ['11', '2', '4'])
(13109, 'unbelievable', ['4', '2', '4'])
(9267, 'pitch', ['5', '2', '5'])
(7078, 'lament', ['6', '0', '3'])
(4700, 'familiar', ['2', '2', '5'])
(369, 'alienate', ['4', '3', '7'])
(4293, 'ensign', ['2', '2', '5'])
(6169, 'idleness', ['11', '2', '5'])
(6169, 'idleness', ['5', '2', '5'])
(7912, 'mint', ['4', '4', '4'])
(13732, 'wardrobe', ['6', '0', '5'])
(693, 'archive', ['6', '0', '3'])
(4405, 'essayist', ['6', '0', '5'])
(6060, 'housewife', ['3', '2', '3'])
(5753, 'harmful', ['10', '3', '6'])
(5377, 'germ', ['4', '2', '3'])
(11241, 'shelter', ['6', '0', '4'])
(11928, 'sterile', ['11', '2', '5'])
(11928, 'sterile', ['1', '2', '5'])
(6758, 'intoxication', ['7', '2', '5'])
(6591, 'inoperative', ['6', '0', '5'])
(8941, 'passageway', ['3', '2', '6'])
(2722, 'convey', ['5', '2', '5'])
(7777, 'menace', ['10', '2', '4'])
(3573, 'disabled', ['2', '2', '4'])
(8318, 'news', ['1', '4', '5'])
(10716, 'robe', ['11', '2', '5'])
(10663, 'ridiculous', ['8', '3', '4'])
(10054, 'rags', ['3', '2', '5'])
(7485, 'lurch', ['6', '0', '4'])
(1470, 'braid', ['3', '4', '5'])
(5122, 'forum', ['6', '0', '5'])
(6589, 'innumerable', ['10', '2', '4'])
(4318, 'entrance', ['6', '0', '5'])
(1357, 'boat', ['6', '0', '4'])
(11415, 'sketchy', ['5', '2', '4'])
(11415, 'sketchy', ['3', '2', '4'])
(6217, 'immeasurably', ['6', '0', '4'])
(824, 'astrologer', ['9', '2', '4'])
(928, 'avalanche', ['6', '0', '3'])
(6331, 'inanimate', ['5', '2', '5'])
(6331, 'inanimate', ['2', '2', '5'])
(10244, 'redress', ['4', '2', '5'])
(2717, 'convert', ['2', '2', '4'])
(4307, 'entertaining', ['6', '0', '3'])
(6543, 'inhabitant', ['6', '0', '3'])
(11045, 'secession', ['6', '0', '4'])
(13960, 'works', ['3', '2', '4'])
(4245, 'endless', ['11', '2', '5'])
(4245, 'endless', ['1', '2', '5'])
(5623, 'grub', ['12', '2', '3'])
(9271, 'pithy', ['6', '0', '3'])
(9130, 'person', ['6', '0', '5'])
(12898, 'treachery', ['5', '2', '3'])
(12224, 'superstar', ['10', '2', '4'])
(12224, 'superstar', ['12', '2', '4'])
(8371, 'nook', ['11', '2', '5'])
(8371, 'nook', ['5', '2', '5'])
(11667, 'spa', ['11', '2', '5'])
(11667, 'spa', ['8', '2', '5'])
(11488, 'sliver', ['5', '4', '5'])
(13399, 'unwritten', ['11', '2', '4'])
(6304, 'improved', ['4', '2', '4'])
(7972, 'mixture', ['3', '3', '5'])
(1895, 'celebrant', ['9', '2', '4'])
(5310, 'garnish', ['4', '3', '3'])
(13438, 'utmost', ['2', '3', '5'])
(6088, 'humiliation', ['6', '0', '5'])
(654, 'appropriation', ['1', '3', '12'])
(7189, 'leech', ['1', '2', '4'])
(12069, 'stunted', ['6', '0', '4'])
(10203, 'recompense', ['4', '4', '5'])
(12985, 'trundle', ['6', '0', '3'])
(55, 'abstain', ['11', '3', '11'])
(55, 'abstain', ['5', '3', '11'])
(9321, 'plea', ['6', '0', '4'])
(10744, 'rooted', ['5', '2', '4'])
(10744, 'rooted', ['3', '2', '4'])
(1775, 'captivate', ['9', '2', '2'])
(10955, 'scene', ['5', '2', '5'])
(2364, 'commotion', ['5', '3', '5'])
(8082, 'mortgage', ['1', '2', '4'])
(11738, 'spiky', ['12', '2', '6'])
(4168, 'emblematic', ['7', '2', '5'])
(8527, 'odious', ['1', '2', '3'])
(2689, 'contrasted', ['6', '0', '4'])
(13539, 'verdant', ['4', '4', '4'])
(11276, 'shoplifting', ['1', '3', '5'])
(10462, 'repress', ['3', '3', '5'])
(1944, 'chairwoman', ['6', '0', '4'])
(569, 'anthrax', ['11', '4', '5'])
(5000, 'flux', ['9', '2', '4'])
(5097, 'formation', ['6', '0', '4'])
(5491, 'gory', ['10', '3', '4'])
(783, 'assault', ['10', '4', '5'])
(836, 'atheism', ['1', '2', '5'])
(10206, 'reconnaissance', ['6', '0', '3'])
(7660, 'mash', ['5', '2', '5'])
(7660, 'mash', ['3', '2', '5'])
(3483, 'diabolical', ['1', '5', '5'])
(5993, 'hone', ['5', '2', '6'])
(5993, 'hone', ['2', '2', '6'])
(8754, 'overhead', ['11', '2', '5'])
(8754, 'overhead', ['2', '2', '5'])
(7286, 'lifelong', ['9', '2', '5'])
(10074, 'rampage', ['10', '5', '5'])
(11303, 'shriek', ['5', '2', '6'])
(11303, 'shriek', ['7', '2', '6'])
(12142, 'succeeding', ['6', '0', '1'])
(5319, 'gasping', ['6', '0', '4'])
(7026, 'knapsack', ['3', '2', '5'])
(3662, 'disgust', ['4', '2', '4'])
(9776, 'propel', ['11', '2', '6'])
(1323, 'blockade', ['10', '2', '4'])
(10994, 'scour', ['6', '0', '4'])
(9025, 'peel', ['7', '2', '6'])
(6859, 'item', ['11', '3', '5'])
(7349, 'literature', ['11', '2', '4'])
(7875, 'military', ['4', '2', '4'])
(2833, 'countryman', ['6', '0', '3'])
(1777, 'captive', ['6', '0', '3'])
(7608, 'manner', ['6', '0', '4'])
(9240, 'pilot', ['6', '0', '4'])
(7620, 'map', ['11', '3', '4'])
(9690, 'proceeding', ['4', '2', '4'])
(432, 'amass', ['11', '4', '10'])
(9377, 'pointedly', ['6', '0', '4'])
(60, 'absurd', ['10', '3', '10'])
(3486, 'diagnostics', ['6', '0', '4'])
(2691, 'contravention', ['6', '0', '5'])
(6154, 'idea', ['6', '0', '4'])
(7058, 'lace', ['11', '4', '5'])
(3341, 'depict', ['6', '0', '4'])
(2826, 'counteract', ['1', '2', '6'])
(2826, 'counteract', ['12', '2', '6'])
(169, 'additional', ['4', '3', '9'])
(1241, 'billiards', ['6', '0', '3'])
(3667, 'dishonest', ['1', '2', '5'])
(3667, 'dishonest', ['12', '2', '5'])
(3292, 'deluge', ['2', '3', '5'])
(5543, 'gratify', ['6', '0', '3'])
(2521, 'confess', ['5', '2', '3'])
(11869, 'starry', ['6', '0', '3'])
(4940, 'flattery', ['10', '2', '3'])
(12220, 'supernatant', ['6', '0', '3'])
(12098, 'submerged', ['2', '4', '5'])
(5761, 'harpsichord', ['6', '0', '4'])
(3182, 'deception', ['1', '2', '5'])
(13906, 'winter', ['11', '4', '4'])
(6271, 'implement', ['3', '2', '5'])
(4640, 'extrusion', ['6', '0', '5'])
(712, 'ark', ['3', '5', '9'])
(7485, 'lurch', ['5', '2', '5'])
(7485, 'lurch', ['4', '2', '5'])
(12235, 'supplementary', ['6', '0', '4'])
(6507, 'infinity', ['6', '0', '4'])
(9263, 'piscina', ['5', '3', '5'])
(10976, 'scientist', ['7', '2', '4'])
(2041, 'chime', ['6', '0', '3'])
(2296, 'collocation', ['6', '0', '3'])
(1810, 'carousel', ['8', '2', '3'])
(8676, 'ornament', ['6', '0', '8'])
(2227, 'coast', ['2', '2', '5'])
(6491, 'infectious', ['4', '3', '4'])
(13705, 'wail', ['6', '0', '4'])
(6994, 'khaki', ['3', '3', '3'])
(8173, 'musk', ['3', '2', '5'])
(6395, 'increase', ['4', '2', '5'])
(11653, 'sorting', ['6', '0', '3'])
(137, 'acquiescence', ['1', '2', '10'])
(137, 'acquiescence', ['2', '2', '10'])
(10747, 'rose', ['10', '2', '3'])
(424, 'alternative', ['8', '5', '16'])
(7959, 'mistaken', ['6', '0', '4'])
(1964, 'channel', ['2', '3', '5'])
(10330, 'rein', ['6', '0', '3'])
(13284, 'unmarried', ['6', '0', '5'])
(10703, 'rivet', ['6', '0', '3'])
(4399, 'esoteric', ['6', '0', '4'])
(12841, 'transaction', ['4', '2', '5'])
(11867, 'stark', ['5', '2', '3'])
(1047, 'bard', ['7', '2', '9'])
(2442, 'compound', ['4', '2', '3'])
(9196, 'photography', ['12', '2', '4'])
(1719, 'campaigner', ['5', '2', '4'])
(1719, 'campaigner', ['10', '2', '4'])
(10804, 'rumble', ['5', '3', '5'])
(7499, 'luxurious', ['6', '0', '1'])
(4736, 'fat', ['11', '2', '5'])
(4736, 'fat', ['12', '2', '5'])
(5558, 'grease', ['1', '2', '6'])
(5558, 'grease', ['12', '2', '6'])
(5558, 'grease', ['3', '2', '6'])
(8894, 'pare', ['6', '0', '3'])
(5496, 'gout', ['6', '0', '5'])
(1489, 'breakable', ['12', '2', '5'])
(12502, 'temporary', ['6', '0', '4'])
(4499, 'excitable', ['6', '0', '4'])
(3870, 'dormant', ['3', '2', '5'])
(7975, 'mob', ['1', '3', '4'])
(728, 'arrange', ['2', '2', '5'])
(695, 'ardent', ['10', '3', '5'])
(5688, 'hag', ['3', '2', '5'])
(5688, 'hag', ['3', '2', '5'])
(10674, 'rigid', ['1', '2', '5'])
(10674, 'rigid', ['2', '2', '5'])
(11970, 'stomach', ['5', '3', '5'])
(9576, 'premeditated', ['5', '2', '4'])
(9814, 'protagonist', ['6', '0', '3'])
(12994, 'tryout', ['4', '2', '4'])
(2756, 'cord', ['6', '0', '4'])
(11618, 'solitary', ['5', '2', '5'])
(10609, 'revenge', ['10', '3', '5'])
(11784, 'sports', ['6', '0', '5'])
(13197, 'unending', ['12', '2', '4'])
(8160, 'murky', ['3', '3', '5'])
(12673, 'tidings', ['5', '2', '4'])
(10564, 'restriction', ['10', '4', '5'])
(778, 'assail', ['1', '4', '12'])
(778, 'assail', ['10', '4', '12'])
(10708, 'roadster', ['10', '2', '4'])
(9566, 'prefix', ['1', '4', '5'])
(6410, 'indefensible', ['6', '0', '4'])
(9278, 'placebo', ['11', '2', '5'])
(9526, 'preceding', ['6', '0', '5'])
(1890, 'cayenne', ['10', '3', '4'])
(5468, 'godsend', ['11', '2', '3'])
(8360, 'nomination', ['11', '2', '4'])
(5429, 'glide', ['2', '2', '5'])
(12337, 'swivel', ['6', '0', '5'])
(8835, 'palliative', ['6', '0', '5'])
(12960, 'triumphant', ['9', '2', '3'])
(12689, 'timber', ['3', '5', '5'])
(3613, 'disclaimer', ['6', '0', '3'])
(9352, 'plumb', ['2', '2', '5'])
(13156, 'underground', ['3', '3', '5'])
(4130, 'eleven', ['6', '0', '4'])
(11112, 'sensation', ['6', '0', '4'])
(11171, 'settled', ['6', '0', '3'])
(12724, 'toast', ['10', '2', '4'])
(12724, 'toast', ['3', '2', '4'])
(3274, 'deliberate', ['11', '2', '5'])
(3274, 'deliberate', ['5', '2', '5'])
(13370, 'untimely', ['1', '3', '5'])
(3638, 'discreet', ['6', '0', '5'])
(5266, 'gag', ['6', '0', '4'])
(7122, 'latent', ['6', '0', '3'])
(3161, 'debatable', ['5', '2', '5'])
(11911, 'steamroller', ['5', '2', '5'])
(904, 'austere', ['1', '3', '4'])
(5715, 'handful', ['11', '2', '5'])
(7859, 'midst', ['5', '3', '3'])
(11503, 'sluggish', ['5', '2', '4'])
(3133, 'dastardly', ['1', '4', '6'])
(13391, 'unwilling', ['5', '3', '4'])
(1365, 'bog', ['3', '5', '11'])
(11272, 'shooter', ['1', '2', '6'])
(11272, 'shooter', ['5', '2', '6'])
(11272, 'shooter', ['3', '2', '6'])
(2388, 'compartment', ['3', '2', '4'])
(2388, 'compartment', ['7', '2', '4'])
(8423, 'number', ['1', '2', '4'])
(12869, 'transmit', ['6', '0', '5'])
(193, 'adjunct', ['5', '3', '5'])
(11815, 'squeal', ['8', '2', '4'])
(12032, 'strife', ['10', '2', '5'])
(2561, 'congress', ['1', '2', '7'])
(2561, 'congress', ['2', '2', '7'])
(2561, 'congress', ['7', '2', '7'])
(5347, 'gender', ['6', '0', '3'])
(3103, 'damn', ['1', '2', '5'])
(5370, 'genuine', ['11', '2', '4'])
(1160, 'behest', ['7', '2', '5'])
(6849, 'isle', ['4', '2', '3'])
(13553, 'verse', ['6', '0', '4'])
(4119, 'electric', ['6', '0', '1'])
(10232, 'recuperation', ['2', '2', '5'])
(9282, 'plague', ['1', '2', '4'])
(8216, 'nap', ['2', '2', '3'])
(4468, 'exacerbate', ['6', '0', '3'])
(6291, 'impound', ['1', '3', '6'])
(5109, 'forsooth', ['10', '2', '5'])
(5109, 'forsooth', ['12', '2', '5'])
(12729, 'toe', ['8', '2', '5'])
(11654, 'sou', ['4', '3', '3'])
(2367, 'communicate', ['5', '2', '4'])
(9570, 'prejudiced', ['1', '3', '5'])
(13793, 'weave', ['6', '0', '4'])
(1654, 'buxom', ['8', '3', '3'])
(8283, 'negotiator', ['1', '2', '4'])
(5315, 'gash', ['10', '3', '4'])
(5843, 'hedge', ['4', '5', '5'])
(366, 'algorithm', ['1', '2', '4'])
(6956, 'juncture', ['11', '2', '5'])
(6956, 'juncture', ['5', '2', '5'])
(6181, 'ill', ['4', '2', '4'])
(11400, 'situate', ['4', '2', '4'])
(11400, 'situate', ['3', '2', '4'])
(10540, 'respiration', ['6', '0', '4'])
(1517, 'bridle', ['3', '3', '5'])
(10994, 'scour', ['7', '2', '5'])
