"id";"word";"count"
7196;"leg";5
7197;"legacy";4
7198;"legal";14
7199;"legality";5
7200;"legalize";3
7201;"legalized";3
7202;"legally";3
7203;"legend";4
7204;"legendary";4
7205;"legibility";4
7206;"legible";3
7207;"legion";9
7208;"legislate";4
7209;"legislation";9
7210;"legislative";9
7211;"legislator";4
7212;"legislature";20
7213;"legitimacy";4
7214;"legs";3
7215;"legume";4
7216;"leisure";4
7217;"leisurely";7
7218;"lemma";3
7219;"lemon";6
7220;"lend";4
7221;"lender";5
7222;"lending";3
7223;"length";11
7224;"lengthen";5
7225;"lengthened";5
7226;"lengthening";4
7227;"lengthwise";4
7228;"lengthy";5
7229;"leniency";9
7230;"lenient";8
7231;"lens";6
7232;"leopard";4
7233;"leprosy";5
7234;"lesbian";7
7235;"lesbianism";8
7236;"lessee";9
7237;"lessen";10
7238;"lessening";9
7239;"lesser";5
7240;"lesson";7
7241;"lessor";3
7242;"lethal";5
7243;"lethargic";5
7244;"lethargy";5
7245;"letter";39
7246;"lettered";4
7247;"letters";8
7248;"lettuce";4
7249;"leukemia";5
7250;"levee";7
7251;"level";9
7252;"lever";10
7253;"leverage";6
7254;"levy";36
7255;"lewd";5
7256;"lexicon";7
7257;"ley";4
7258;"liabilities";4
7259;"liability";3
7260;"liaison";4
7261;"liar";5
7262;"libel";7
7263;"libelous";5
7264;"liberal";7
7265;"liberalism";4
7266;"liberate";5
7267;"liberation";9
7268;"liberty";12
7269;"libido";4
7270;"library";3
7271;"libretto";5
7272;"license";10
7273;"lichen";5
7274;"lick";9
7275;"lid";6
7276;"lie";10
7277;"liege";5
7278;"lien";10
7279;"lieu";3
7280;"lieutenant";11
7281;"life";5
7282;"lifeblood";3
7283;"lifeboat";3
7284;"lifeless";5
7285;"lifelike";11
7286;"lifelong";5
7287;"lifetime";4
7288;"lift";7
7289;"ligament";6
7290;"ligation";4
7291;"light";4
7292;"lighten";4
7293;"lighthouse";18
7294;"lightness";4
7295;"lightning";15
7296;"likelihood";5
7297;"likeness";9
7298;"likewise";5
7299;"liking";12
7300;"lilac";3
7301;"lily";7
7302;"limb";10
7303;"limbo";3
7304;"limit";8
7305;"limitation";5
7306;"limited";8
7307;"limitless";5
7308;"limousine";3
7309;"limp";38
7310;"lin";3
7311;"line";6
7312;"lineage";27
7313;"lineal";4
7314;"linear";6
7315;"lined";5
7316;"linen";4
7317;"liner";4
7318;"lines";3
7319;"linger";4
7320;"lingo";10
7321;"lingual";10
7322;"linguist";4
7323;"linguistic";5
7324;"linguistics";5
7325;"lining";5
7326;"link";9
7327;"linoleum";5
7328;"lint";4
7329;"lion";11
7330;"lip";8
7331;"liquefaction";5
7332;"liquefied";10
7333;"liqueur";7
7334;"liquid";4
7335;"liquidate";5
7336;"liquidation";4
7337;"liquidator";9
7338;"liquidity";5
7339;"liquor";12
7340;"lisp";4
7341;"list";7
7342;"listen";4
7343;"listener";3
7344;"listing";5
7345;"listless";14
7346;"litany";4
7347;"literally";37
7348;"literary";5
7349;"literature";9
7350;"lithe";5
7351;"lithograph";4
7352;"lithography";4
7353;"lithology";4
7354;"lithosphere";5
7355;"litigant";18
7356;"litigate";4
7357;"litigation";9
7358;"litigious";8
7359;"litter";9
7360;"littoral";3
7361;"liturgy";4
7362;"livelihood";3
7363;"livery";14
7364;"livid";5
7365;"living";3
7366;"llama";5
7367;"load";5
7368;"loaf";7
7369;"loafer";5
7370;"loam";4
7371;"loan";3
7372;"loath";5
7373;"loathe";9
7374;"loathing";5
7375;"loathsome";8
7376;"lobby";6
7377;"lobbyist";5
7378;"lobe";4
7379;"local";5
7380;"locale";5
7381;"locality";9
7382;"localization";3
7383;"localize";4
7384;"locate";6
7385;"location";9
7386;"loch";5
7387;"lock";7
7388;"locker";4
7389;"locksmith";4
7390;"lockup";5
7391;"locomotion";4
7392;"locomotive";8
7393;"locust";4
7394;"lodge";10
7395;"lodger";9
7396;"lodging";9
7397;"loft";8
7398;"lofty";3
7399;"log";9
7400;"logarithm";5
7401;"logarithmic";4
7402;"logic";5
7403;"logical";4
7404;"logistics";4
7405;"logotype";4
7406;"loin";4
7407;"lollipop";4
7408;"lone";4
7409;"loneliness";5
7410;"lonely";7
7411;"lonesome";8
7412;"long";7
7413;"longevity";8
7414;"longing";6
7415;"longitude";5
7416;"longitudinal";4
7417;"longitudinally";5
7418;"loo";8
7419;"lookout";30
7420;"loom";7
7421;"loon";8
7422;"loony";4
7423;"loop";15
7424;"loophole";4
7425;"loosen";3
7426;"loosening";9
7427;"loot";10
7428;"lop";5
7429;"lopsided";4
7430;"lord";11
7431;"lords";5
7432;"lordship";14
7433;"lore";7
7434;"lorry";6
7435;"lose";20
7436;"losing";6
7437;"loss";17
7438;"lost";4
7439;"lot";3
7440;"lotion";32
7441;"lots";5
7442;"lottery";8
7443;"lotto";5
7444;"loud";3
7445;"loudly";3
7446;"loudness";4
7447;"lounge";9
7448;"louse";5
7449;"lovable";4
7450;"love";3
7451;"lovely";11
7452;"lovemaking";3
7453;"lover";6
7454;"loving";3
7455;"lower";8
7456;"lowering";9
7457;"lowest";5
7458;"lowlands";4
7459;"lowly";5
7460;"loyal";7
7461;"loyalty";8
7462;"lubricate";9
7463;"lubrication";7
7464;"luck";12
7465;"lucky";3
7466;"ludicrous";5
7467;"lug";5
7468;"luggage";5
7469;"lull";8
7470;"lullaby";3
7471;"lumbar";4
7472;"lumber";8
7473;"lumbering";4
7474;"luminescent";4
7475;"luminous";3
7476;"lump";25
7477;"lumpy";4
7478;"lunacy";6
7479;"lunar";4
7480;"lunatic";9
7481;"lunch";4
7482;"luncheon";5
7483;"lunge";9
7484;"lungs";17
7485;"lurch";38
7486;"lure";10
7487;"lurid";4
7488;"lurk";20
7489;"lurking";5
7490;"luscious";4
7491;"lush";11
7492;"lust";5
7493;"luster";11
7494;"lustful";3
7495;"lustrous";3
7496;"lusty";3
7497;"lute";7
7498;"luxuriant";3
7499;"luxurious";3
7500;"luxury";18
7501;"lying";10
7502;"lymph";10
7503;"lymphatic";3
7504;"lynch";6
7505;"lynx";4
7506;"lyre";3
7507;"lyric";8
7508;"lyrical";3
7509;"mace";9
7510;"machine";4
7511;"machinery";3
7512;"machinist";4
7513;"mackerel";4
7514;"mad";4
7515;"madam";5
7516;"madame";4
7517;"madden";26
7518;"madman";10
7519;"madness";9
7520;"mafia";6
7521;"magazine";69
7522;"mage";4
7523;"magenta";4
7524;"maggot";10
7525;"magic";8
7526;"magical";3
7527;"magician";5
7528;"magistrate";8
7529;"magma";4
7530;"magnate";4
7531;"magnet";14
7532;"magnetism";8
7533;"magnetite";4
7534;"magnificence";3
7535;"magnificent";13
7536;"magnifier";5
7537;"magnify";3
7538;"magnitude";14
7539;"magpie";4
7540;"maid";4
7541;"maiden";14
7542;"mail";42
7543;"main";35
7544;"mainland";5
7545;"mainstay";4
7546;"maintenance";24
7547;"majestic";6
7548;"majesty";9
7549;"major";8
7550;"majority";23
7551;"make";3
7552;"maker";8
7553;"makeshift";4
7554;"makeup";7
7555;"malady";5
7556;"malaise";5
7557;"malaria";8
7558;"male";8
7559;"malevolent";9
7560;"malfeasance";5
7561;"malformation";6
7562;"malice";10
7563;"malicious";9
7564;"malign";8
7565;"malignancy";5
7566;"malignant";10
7567;"mall";4
7568;"malleable";3
7569;"mallet";5
7570;"malpractice";4
7571;"mamma";4
7572;"mammal";3
7573;"mammoth";4
7574;"man";8
7575;"manage";9
7576;"management";11
7577;"manager";5
7578;"mandamus";4
7579;"mandarin";4
7580;"mandate";10
7581;"mandible";5
7582;"mandolin";4
7583;"mandrel";4
7584;"mane";3
7585;"maneuver";18
7586;"maneuvering";11
7587;"mange";5
7588;"manger";9
7589;"mangle";9
7590;"mango";5
7591;"mangosteen";4
7592;"manhood";12
7593;"mania";8
7594;"maniac";5
7595;"maniacal";5
7596;"manicure";3
7597;"manifest";10
7598;"manifestation";10
7599;"manifested";4
7600;"manifestly";5
7601;"manifesto";5
7602;"manifold";6
7603;"manipulate";8
7604;"manipulation";8
7605;"mankind";4
7606;"manly";43
7607;"manna";4
7608;"manner";36
7609;"mannered";3
7610;"manners";8
7611;"manor";3
7612;"mansion";5
7613;"manslaughter";6
7614;"mantle";6
7615;"manual";64
7616;"manufacture";3
7617;"manufacturer";5
7618;"manure";13
7619;"manuscript";5
7620;"map";32
7621;"mar";7
7622;"marble";9
7623;"marbled";4
7624;"marbles";3
7625;"march";73
7626;"mare";7
7627;"margin";34
7628;"marginal";5
7629;"marijuana";3
7630;"marine";36
7631;"mariner";9
7632;"maritime";8
7633;"mark";4
7634;"marked";34
7635;"market";4
7636;"marketable";9
7637;"marketplace";4
7638;"marks";3
7639;"marl";5
7640;"marmalade";3
7641;"maroon";13
7642;"marquee";3
7643;"marquis";3
7644;"marriage";3
7645;"married";3
7646;"marrow";38
7647;"marry";39
7648;"marsh";13
7649;"marshal";22
7650;"mart";4
7651;"martial";4
7652;"martingale";3
7653;"martyr";9
7654;"martyrdom";19
7655;"marvel";6
7656;"marvelous";3
7657;"marvelously";3
7658;"masculine";9
7659;"masculinity";3
7660;"mash";35
7661;"mask";4
7662;"masochism";9
7663;"mason";5
7664;"masquerade";12
7665;"mass";8
7666;"massacre";5
7667;"massage";6
7668;"massive";9
7669;"master";8
7670;"mastermind";3
7671;"masterpiece";8
7672;"mastery";7
7673;"masturbate";3
7674;"masturbation";3
7675;"mat";9
7676;"match";9
7677;"matching";5
7678;"matchmaker";3
7679;"mate";11
7680;"material";8
7681;"materialism";7
7682;"materialist";7
7683;"materialistic";4
7684;"materiality";10
7685;"materialize";10
7686;"materially";4
7687;"materials";3
7688;"materiel";4
7689;"maternal";7
7690;"maternity";12
7691;"mathematical";4
7692;"mathematician";4
7693;"mathematics";6
7694;"matriculation";4
7695;"matrimony";6
7696;"matrix";7
7697;"matron";7
7698;"matted";3
7699;"matter";8
7700;"matting";4
7701;"mattress";4
7702;"maturation";5
7703;"maturity";5
7704;"mausoleum";5
7705;"mauve";4
7706;"maxim";7
7707;"maximum";3
7708;"mayor";10
7709;"maze";14
7710;"mead";9
7711;"meadow";8
7712;"meal";8
7713;"meander";4
7714;"meandering";5
7715;"meaning";10
7716;"meaningless";4
7717;"means";4
7718;"meantime";4
7719;"measles";5
7720;"measurable";5
7721;"measure";4
7722;"measured";24
7723;"measurement";9
7724;"measuring";5
7725;"meat";5
7726;"mechanic";5
7727;"mechanical";9
7728;"mechanism";5
7729;"medal";45
7730;"medallion";3
7731;"medallist";3
7732;"meddle";3
7733;"meddling";5
7734;"media";5
7735;"medial";5
7736;"median";10
7737;"mediate";40
7738;"mediation";12
7739;"mediator";12
7740;"medical";4
7741;"medicinal";4
7742;"medicine";6
7743;"medieval";4
7744;"mediocre";13
7745;"mediocrity";9
7746;"meditate";6
7747;"meditation";4
7748;"meditative";5
7749;"mediterranean";7
7750;"medium";10
7751;"medley";10
7752;"meek";5
7753;"meet";4
7754;"meeting";7
7755;"melancholic";10
7756;"melancholy";9
7757;"melee";9
7758;"melodious";3
7759;"melodrama";4
7760;"melodramatic";5
7761;"melody";9
7762;"melt";7
7763;"meltdown";4
7764;"melting";9
7765;"member";12
7766;"membrane";3
7767;"memento";6
7768;"memo";3
7769;"memoir";7
7770;"memorabilia";6
7771;"memorable";3
7772;"memorandum";7
7773;"memorial";5
7774;"memorials";4
7775;"memorize";12
7776;"memory";3
7777;"menace";8
7778;"menacing";5
7779;"menagerie";10
7780;"mend";3
7781;"mending";4
7782;"menial";5
7783;"meniscus";3
7784;"mental";4
7785;"mention";4
7786;"mentor";5
7787;"menu";9
7788;"meow";4
7789;"mercantile";5
7790;"mercenary";5
7791;"merchandise";6
7792;"merchant";8
7793;"merciful";4
7794;"merciless";5
7795;"mercurial";3
7796;"mercy";11
7797;"mere";10
7798;"merge";9
7799;"meridian";34
7800;"meridional";4
7801;"merit";7
7802;"meritorious";5
7803;"mermaid";5
7804;"merriment";8
7805;"merry";3
7806;"mesa";9
7807;"mesh";10
7808;"meshes";9
7809;"mesmerized";5
7810;"mess";10
7811;"message";14
7812;"messenger";9
7813;"messy";9
7814;"metabolism";4
7815;"metal";4
7816;"metallurgy";5
7817;"metamorphosis";4
7818;"metaphor";5
7819;"metaphorical";8
7820;"metaphysical";3
7821;"metaphysics";4
7822;"metastasis";9
7823;"meteor";8
7824;"meteoric";3
7825;"meteorite";6
7826;"meteorological";4
7827;"meteorology";4
7828;"meter";12
7829;"methanol";3
7830;"method";15
7831;"methodical";5
7832;"meticulous";5
7833;"metric";6
7834;"metrical";8
7835;"metrology";4
7836;"metropolis";5
7837;"metropolitan";7
7838;"mettle";3
7839;"mew";8
7840;"mica";5
7841;"mick";5
7842;"microbe";15
7843;"microbiology";4
7844;"microcosm";5
7845;"microgram";9
7846;"micrometer";11
7847;"micron";5
7848;"microphone";5
7849;"microscope";9
7850;"microscopic";9
7851;"microscopically";4
7852;"microscopy";10
7853;"mid";8
7854;"midday";4
7855;"middle";84
7856;"middleman";10
7857;"midland";4
7858;"midnight";9
7859;"midst";8
7860;"midsummer";3
7861;"midway";5
7862;"midwife";3
7863;"midwifery";3
7864;"mien";5
7865;"mighty";44
7866;"migrate";4
7867;"migration";3
7868;"migratory";3
7869;"mike";5
7870;"mildew";10
7871;"mile";4
7872;"mileage";8
7873;"milestone";3
7874;"militant";5
7875;"military";4
7876;"militia";6
7877;"milk";7
7878;"milky";9
7879;"mill";9
7880;"millennium";5
7881;"milligram";4
7882;"millimeter";5
7883;"million";8
7884;"millionaire";5
7885;"mime";15
7886;"mimic";9
7887;"mimicking";5
7888;"mimicry";7
7889;"mind";7
7890;"minded";11
7891;"mindful";5
7892;"mindfulness";4
7893;"mine";4
7894;"miner";5
7895;"mineral";4
7896;"mineralogy";5
7897;"mingle";5
7898;"mingled";3
7899;"miniature";5
7900;"minibus";5
7901;"minim";5
7902;"minimize";5
7903;"minimum";9
7904;"minister";8
7905;"ministerial";8
7906;"ministry";29
7907;"minivan";9
7908;"minnow";6
7909;"minor";9
7910;"minority";9
7911;"minstrel";3
7912;"mint";34
7913;"minuscule";3
7914;"minute";9
7915;"minutiae";40
7916;"mir";4
7917;"miracle";7
7918;"miraculous";5
7919;"mirage";5
7920;"mire";5
7921;"mirror";5
7922;"misappropriation";5
7923;"misbehavior";14
7924;"miscarriage";5
7925;"miscellaneous";5
7926;"miscellany";12
7927;"mischief";4
7928;"mischievous";5
7929;"misconception";10
7930;"misconduct";6
7931;"misdemeanor";3
7932;"miserable";9
7933;"miserably";3
7934;"misery";5
7935;"misfortune";10
7936;"misguided";10
7937;"mishap";41
7938;"misinformed";5
7939;"misinterpretation";5
7940;"mislead";33
7941;"misleading";10
7942;"mismanagement";5
7943;"mismatch";7
7944;"mismatched";6
7945;"misnomer";5
7946;"misplace";9
7947;"misplaced";8
7948;"misrepresent";16
7949;"misrepresentation";17
7950;"misrepresented";6
7951;"miss";3
7952;"missile";10
7953;"missing";15
7954;"mission";10
7955;"missionary";7
7956;"misstatement";14
7957;"mist";14
7958;"mistake";11
7959;"mistaken";9
7960;"mister";6
7961;"mistress";44
7962;"mistrust";14
7963;"misty";10
7964;"misunderstand";10
7965;"misunderstanding";69
7966;"misuse";11
7967;"mite";28
7968;"miter";13
7969;"mitigation";8
7970;"mix";13
7971;"mixed";9
7972;"mixture";10
7973;"moan";10
7974;"moat";26
7975;"mob";34
7976;"mobile";7
7977;"mobility";3
7978;"mobilization";5
7979;"mobilize";5
7980;"mockery";8
7981;"mocking";4
7982;"modal";10
7983;"modality";4
7984;"mode";12
7985;"model";10
7986;"modeler";3
7987;"moderate";7
7988;"moderately";8
7989;"moderating";10
7990;"moderation";4
7991;"moderator";26
7992;"modern";5
7993;"modernism";4
7994;"modest";38
7995;"modesty";14
7996;"modicum";10
7997;"modifiable";4
7998;"modification";8
7999;"modified";4
8000;"modify";10
8001;"modulate";4
8002;"modulation";9
8003;"module";5
8004;"modulus";4
8005;"mogul";5
8006;"moiety";4
8007;"moist";5
8008;"moisture";5
8009;"molar";3
8010;"molasses";6
8011;"mold";5
8012;"molded";3
8013;"molding";5
8014;"moldy";3
8015;"molecular";11
8016;"molecule";4
8017;"molestation";4
8018;"molten";3
8019;"moment";11
8020;"momentary";9
8021;"momentous";3
8022;"momentum";4
8023;"monad";4
8024;"monarch";4
8025;"monarchy";3
8026;"monastery";3
8027;"monastic";3
8028;"monetary";8
8029;"money";8
8030;"monk";8
8031;"monkey";6
8032;"monochrome";8
8033;"monogamy";4
8034;"monogram";10
8035;"monograph";13
8036;"monolayer";8
8037;"monologue";5
8038;"monopolist";5
8039;"monopoly";8
8040;"monotony";3
8041;"monsoon";5
8042;"monster";5
8043;"monstrosity";40
8044;"monte";3
8045;"month";4
8046;"monument";12
8047;"monumental";3
8048;"moo";4
8049;"moods";3
8050;"moody";5
8051;"moon";8
8052;"moonlight";5
8053;"moored";13
8054;"mooring";5
8055;"moorings";3
8056;"moorland";24
8057;"moose";5
8058;"moot";8
8059;"mooted";4
8060;"mop";5
8061;"moral";9
8062;"morality";4
8063;"morals";7
8064;"morass";3
8065;"moratorium";5
8066;"morbid";5
8067;"morbidity";9
8068;"morgue";4
8069;"moribund";11
8070;"morn";4
8071;"morning";9
8072;"moron";4
8073;"moronic";5
8074;"morphine";3
8075;"morphism";4
8076;"morphology";7
8077;"morrow";4
8078;"morsel";13
8079;"mortal";49
8080;"mortality";13
8081;"mortar";10
8082;"mortgage";65
8083;"mortgagee";9
8084;"mortgagor";5
8085;"mortification";9
8086;"mortuary";10
8087;"mosaic";54
8088;"mosque";4
8089;"mosquito";7
8090;"moss";27
8091;"mossy";5
8092;"mote";6
8093;"moth";3
8094;"mother";6
8095;"motherhood";3
8096;"motion";13
8097;"motionless";9
8098;"motive";13
8099;"motley";14
8100;"motor";6
8101;"motorbike";4
8102;"motorcycle";4
8103;"motte";3
8104;"mottled";4
8105;"motto";12
8106;"mould";8
8107;"mound";9
8108;"mount";42
8109;"mountain";7
8110;"mountaineer";4
8111;"mountainous";4
8112;"mourn";12
8113;"mournful";14
8114;"mourning";5
8115;"mouse";8
8116;"moustache";5
8117;"mouth";9
8118;"mouthful";8
8119;"mouthpiece";12
8120;"movable";9
8121;"move";5
8122;"movement";32
8123;"mover";5
8124;"movie";5
8125;"moving";4
8126;"mow";40
8127;"muck";5
8128;"mucous";5
8129;"mucus";6
8130;"mud";13
8131;"muddle";38
8132;"muddled";4
8133;"muddy";9
8134;"muff";11
8135;"muffled";7
8136;"muffler";5
8137;"mug";6
8138;"mule";10
8139;"multilateral";11
8140;"multiple";10
8141;"multiplex";4
8142;"multiplication";9
8143;"multiplicity";4
8144;"multiplied";5
8145;"multiplier";5
8146;"multiply";32
8147;"multitude";10
8148;"mum";8
8149;"mumble";5
8150;"mummy";5
8151;"mumps";5
8152;"munch";3
8153;"mundane";4
8154;"municipal";4
8155;"municipality";6
8156;"mural";5
8157;"murder";5
8158;"murderer";10
8159;"murderous";5
8160;"murky";46
8161;"murmur";3
8162;"muscle";6
8163;"muscular";4
8164;"muse";3
8165;"muses";3
8166;"museum";3
8167;"mush";5
8168;"mushroom";40
8169;"music";7
8170;"musical";26
8171;"musician";6
8172;"musing";4
8173;"musk";5
8174;"musket";5
8175;"muslin";10
8176;"muss";10
8177;"mustang";3
8178;"mustard";7
8179;"muster";5
8180;"musty";13
8181;"mutable";4
8182;"mutant";4
8183;"mutation";5
8184;"mutilated";5
8185;"mutilation";6
8186;"mutiny";4
8187;"mutter";86
8188;"mutton";5
8189;"mutual";3
8190;"mutually";5
8191;"muzzle";6
8192;"myopic";5
8193;"myriad";5
8194;"mysterious";56
8195;"mystery";8
8196;"mystic";41
8197;"mystical";3
8198;"mysticism";5
8199;"myth";8
8200;"mythic";5
8201;"mythical";5
8202;"mythological";5
8203;"mythology";13
8204;"nab";8
8205;"nadir";4
8206;"nag";6
8207;"nail";5
8208;"naive";3
8209;"naked";3
8210;"named";3
8211;"nameless";5
8212;"namesake";4
8213;"naming";4
8214;"nanny";5
8215;"nanometer";5
8216;"nap";44
8217;"nape";5
8218;"napkin";4
8219;"napping";8
8220;"nappy";7
8221;"narcotic";4
8222;"narrate";5
8223;"narration";4
8224;"narrative";5
8225;"narrator";4
8226;"narrow";8
8227;"narrowing";5
8228;"nascent";5
8229;"nasty";13
8230;"natal";3
8231;"nation";13
8232;"national";3
8233;"nationality";8
8234;"native";5
8235;"nativity";3
8236;"naturalist";4
8237;"naturalization";8
8238;"naturalized";10
8239;"naturally";3
8240;"nature";4
8241;"naught";10
8242;"naughty";4
8243;"nausea";10
8244;"nauseous";14
8245;"nautical";5
8246;"naval";4
8247;"nave";5
8248;"navel";7
8249;"navigable";4
8250;"navigate";5
8251;"navigation";4
8252;"navigator";4
8253;"navy";10
8254;"nay";5
8255;"neatly";3
8256;"nebula";4
8257;"nebulae";5
8258;"nebulous";13
8259;"necessarily";4
8260;"necessitate";14
8261;"necessities";3
8262;"necessity";6
8263;"neck";5
8264;"necklace";4
8265;"necrosis";3
8266;"nectar";8
8267;"needful";12
8268;"needle";14
8269;"needless";3
8270;"needy";4
8271;"nefarious";4
8272;"negation";9
8273;"negative";11
8274;"neglect";5
8275;"neglected";6
8276;"neglecting";9
8277;"negligence";6
8278;"negligent";5
8279;"negligently";5
8280;"negligible";4
8281;"negotiate";33
8282;"negotiation";9
8283;"negotiator";8
8284;"negro";10
8285;"neigh";4
8286;"neighbor";9
8287;"neighborhood";13
8288;"neighboring";5
8289;"neonatal";3
8290;"neophyte";4
8291;"neoprene";4
8292;"nephew";5
8293;"nepotism";34
8294;"nerve";4
8295;"nervous";26
8296;"nervousness";6
8297;"ness";3
8298;"nest";4
8299;"nestle";9
8300;"nestling";4
8301;"net";3
8302;"nether";4
8303;"netting";4
8304;"nettle";11
8305;"network";13
8306;"neuralgia";5
8307;"neurology";3
8308;"neurosis";5
8309;"neurotic";4
8310;"neuter";8
8311;"neutral";18
8312;"neutrality";4
8313;"neutralize";5
8314;"newborn";3
8315;"newcomer";4
8316;"newly";5
8317;"newness";4
8318;"news";9
8319;"newspaper";10
8320;"newsstand";5
8321;"nib";72
8322;"nibble";3
8323;"niche";10
8324;"nichts";4
8325;"nick";5
8326;"nickel";3
8327;"nickname";5
8328;"nicotine";9
8329;"niece";3
8330;"nigger";5
8331;"nigh";5
8332;"night";5
8333;"nightfall";5
8334;"nightingale";5
8335;"nightmare";5
8336;"nihilism";12
8337;"nil";10
8338;"nimble";8
8339;"ninety";9
8340;"ninth";5
8341;"nip";4
8342;"nipple";3
8343;"nix";5
8344;"nobility";9
8345;"noble";6
8346;"nobleman";5
8347;"nocturnal";13
8348;"nod";10
8349;"nodding";5
8350;"node";3
8351;"nodular";6
8352;"nodule";4
8353;"noise";9
8354;"noisy";4
8355;"nomad";5
8356;"nomadic";5
8357;"nomenclature";5
8358;"nominal";8
8359;"nominate";5
8360;"nomination";4
8361;"nominee";3
8362;"nonce";5
8363;"noncompliance";26
8364;"nondescript";4
8365;"nonexistent";3
8366;"nonpayment";5
8367;"nonresident";4
8368;"nonsense";10
8369;"nonsensical";36
8370;"noodle";3
8371;"nook";12
8372;"noon";5
8373;"noose";40
8374;"norm";4
8375;"normal";4
8376;"normalcy";3
8377;"normality";14
8378;"nose";63
8379;"nostalgia";4
8380;"nostril";5
8381;"notable";6
8382;"notables";4
8383;"notably";3
8384;"notary";10
8385;"notation";4
8386;"notch";4
8387;"notched";4
8388;"note";8
8389;"notebook";4
8390;"noted";8
8391;"noteworthy";3
8392;"nothingness";15
8393;"notice";10
8394;"noticeable";4
8395;"notification";9
8396;"notify";5
8397;"notion";9
8398;"notional";4
8399;"notoriety";8
8400;"notwithstanding";5
8401;"nought";4
8402;"noun";4
8403;"nourish";3
8404;"nourishment";12
8405;"nouveau";4
8406;"novelty";9
8407;"novice";5
8408;"nowadays";6
8409;"noxious";10
8410;"nozzle";8
8411;"nuance";5
8412;"nuances";3
8413;"nucleus";38
8414;"nude";4
8415;"nudge";5
8416;"nudity";3
8417;"nugget";7
8418;"nuisance";4
8419;"nul";4
8420;"null";9
8421;"nullify";3
8422;"numb";38
8423;"number";10
8424;"numbering";4
8425;"numbers";4
8426;"numbness";14
8427;"numeral";10
8428;"numerator";4
8429;"numerical";5
8430;"numerically";6
8431;"numerous";5
8432;"nun";6
8433;"nurse";6
8434;"nursery";21
8435;"nurture";9
8436;"nutmeg";5
8437;"nutrition";5
8438;"nutritious";7
8439;"nutritive";4
8440;"nuts";3
8441;"nymph";5
8442;"oaf";6
8443;"oak";3
8444;"oar";12
8445;"oasis";7
8446;"oath";10
8447;"oatmeal";8
8448;"obedience";5
8449;"obedient";3
8450;"obediently";4
8451;"obelisk";5
8452;"obese";9
8453;"obesity";9
8454;"obey";15
8455;"obi";3
8456;"obit";5
8457;"obituary";9
8458;"object";84
8459;"objection";9
8460;"objectionable";8
8461;"objective";3
8462;"obligation";47
8463;"obligatory";11
8464;"oblige";8
8465;"obliged";4
8466;"obliging";11
8467;"obligor";4
8468;"oblique";10
8469;"obliterate";11
8470;"obliterated";5
8471;"obliteration";10
8472;"oblivion";12
8473;"oblivious";4
8474;"oblong";5
8475;"obnoxious";9
8476;"oboe";5
8477;"obscene";6
8478;"obscenity";8
8479;"obscure";5
8480;"obscured";4
8481;"obscurity";21
8482;"observance";5
8483;"observant";10
8484;"observation";48
8485;"observatory";4
8486;"observe";12
8487;"observer";5
8488;"observing";5
8489;"obsession";5
8490;"obsolescence";4
8491;"obstacle";5
8492;"obstetrician";4
8493;"obstetrics";3
8494;"obstinate";10
8495;"obstruct";10
8496;"obstruction";8
8497;"obstructive";10
8498;"obtain";3
8499;"obtainable";6
8500;"obtuse";36
8501;"obverse";4
8502;"obvious";10
8503;"ocarina";5
8504;"occasion";12
8505;"occasional";8
8506;"occasionally";4
8507;"occlusion";6
8508;"occult";7
8509;"occupancy";8
8510;"occupant";9
8511;"occupation";10
8512;"occupied";4
8513;"occupier";10
8514;"occupy";9
8515;"occupying";11
8516;"occur";16
8517;"occurrence";10
8518;"ocean";3
8519;"oceanic";3
8520;"octagon";5
8521;"octave";5
8522;"octopus";4
8523;"ocular";6
8524;"oddity";8
8525;"odds";5
8526;"ode";4
8527;"odious";13
8528;"odometer";10
8529;"odor";5
8530;"oestrogen";5
8531;"offal";5
8532;"offend";13
8533;"offended";4
8534;"offender";4
8535;"offense";8
8536;"offensive";9
8537;"offer";8
8538;"offered";4
8539;"offering";6
8540;"offhand";31
8541;"office";4
8542;"officer";55
8543;"offices";5
8544;"official";9
8545;"officiate";4
8546;"offing";7
8547;"offload";5
8548;"offset";7
8549;"offshoot";8
8550;"offside";3
8551;"oft";6
8552;"oftentimes";5
8553;"ogre";8
8554;"oil";8
8555;"oils";4
8556;"ointment";7
8557;"older";3
8558;"olfactory";5
8559;"oligarchy";4
8560;"olive";4
8561;"omega";5
8562;"omelet";10
8563;"omen";66
8564;"ominous";13
8565;"omission";4
8566;"omit";15
8567;"omitted";10
8568;"omnibus";9
8569;"omnipotence";9
8570;"omnipotent";3
8571;"omnipresent";3
8572;"omniscient";9
8573;"oncologist";8
8574;"oneness";5
8575;"onerous";82
8576;"oneself";5
8577;"ongoing";9
8578;"onion";5
8579;"onset";8
8580;"onslaught";5
8581;"ontology";3
8582;"onus";9
8583;"onward";5
8584;"onyx";4
8585;"ooze";38
8586;"oozing";4
8587;"opacity";5
8588;"opal";12
8589;"opaque";9
8590;"ope";4
8591;"open";8
8592;"opener";8
8593;"opening";4
8594;"openly";3
8595;"openness";3
8596;"opera";3
8597;"operatic";6
8598;"operation";6
8599;"operations";5
8600;"operative";4
8601;"operator";5
8602;"ophthalmic";5
8603;"ophthalmologist";5
8604;"opiate";5
8605;"opinion";8
8606;"opinionated";4
