word,joy,sadness,fear,anger,trust,disgust,surprise,anticipation
scorpion,0,0,1,0,0,0,0,0
scorpion,0,0,0,0,0,0,0,0
scorpion,0,1,3,1,0,1,2,0
scorpion,0,0,2,0,0,2,0,0
elbow,0,0,0,0,0,0,0,0
elbow,0,0,0,0,0,0,0,0
elbow,0,0,0,0,0,0,0,0
stiffness,0,0,0,0,0,0,0,0
stiffness,0,0,0,0,0,0,0,0
stiffness,0,0,0,0,2,0,0,0
stiffness,0,0,0,0,0,0,0,0
napkin,0,2,0,0,1,0,0,1
napkin,0,0,0,0,0,0,0,0
napkin,0,0,0,0,0,0,0,0
napkin,1,2,1,0,1,1,0,0
inability,0,3,1,2,0,1,0,0
inability,0,1,0,0,0,0,0,0
inability,0,3,2,1,0,1,0,0
inability,0,0,0,0,0,0,0,0
inability,0,2,2,1,0,0,0,1
wine,0,0,0,0,0,0,0,0
wine,0,1,0,0,0,0,0,1
wine,0,0,0,0,0,0,0,0
wine,0,0,0,0,0,0,0,0
wine,1,0,0,0,0,0,0,0
medieval,0,0,1,0,0,1,0,0
medieval,0,0,1,0,0,0,0,0
medieval,0,0,0,0,0,0,0,0
medieval,0,0,0,0,0,0,0,0
mosaic,0,0,0,0,0,0,0,0
mosaic,1,0,1,0,0,0,0,0
mosaic,0,0,0,0,0,0,0,0
mosaic,1,0,0,0,0,0,0,0
deny,0,2,2,2,1,3,2,1
deny,0,1,1,2,0,1,0,0
deny,0,0,0,0,2,0,0,0
deny,0,0,0,0,0,0,0,0
deny,0,1,3,3,0,3,0,0
reinforce,0,0,0,0,0,0,0,0
reinforce,0,0,0,0,0,0,0,0
reinforce,0,0,0,0,1,0,0,0
reinforce,0,0,0,0,1,0,0,0
reinforce,0,0,0,0,1,0,0,0
reinforce,1,0,0,1,1,0,0,0
reinforce,0,0,1,0,1,0,0,1
morbid,0,3,1,0,0,1,0,0
morbid,0,3,0,0,0,1,0,0
morbid,0,3,3,2,0,3,3,1
morbid,0,0,0,0,0,0,0,0
morbid,0,1,1,0,0,1,0,0
passim,0,0,0,0,0,0,0,0
passim,0,0,0,0,0,0,0,0
passim,0,0,0,0,1,0,0,1
chairperson,0,0,0,0,0,0,0,0
chairperson,0,0,0,0,0,0,0,0
chairperson,0,0,0,0,2,0,0,0
chairperson,1,0,3,2,1,0,0,1
chairperson,0,0,1,1,2,0,0,0
turtleneck,0,0,0,0,0,0,0,0
turtleneck,0,0,0,0,0,0,0,0
turtleneck,0,0,0,0,0,0,0,0
turtleneck,0,0,0,0,0,0,0,0
turtleneck,0,0,0,0,0,0,0,0
edge,0,0,1,2,2,0,0,3
edge,0,0,0,0,0,1,0,0
edge,0,0,0,0,0,0,0,0
edge,0,1,1,1,0,0,0,0
edge,0,0,0,0,0,0,0,0
edge,0,0,3,0,0,0,0,1
edge,0,0,0,0,0,0,0,0
muddle,0,1,1,1,0,1,0,0
muddle,0,0,0,0,0,0,0,0
muddle,0,1,1,2,0,1,0,0
muddle,0,0,0,0,0,0,0,0
moss,0,1,0,0,0,0,0,0
moss,0,0,0,0,0,0,0,0
moss,0,0,0,0,0,0,0,0
dying,0,3,2,1,0,0,0,1
dying,0,3,3,2,0,2,2,0
dying,0,3,3,3,1,3,1,2
dying,0,3,3,2,1,1,1,0
invocation,0,0,1,0,2,0,0,2
invocation,0,0,0,0,0,0,0,0
invocation,0,0,0,0,2,0,0,1
invocation,0,0,1,1,1,0,0,2
exorbitant,0,0,0,0,0,0,0,0
exorbitant,0,0,0,0,0,0,0,0
exorbitant,0,0,0,0,0,0,0,0
exorbitant,0,2,1,1,0,0,0,0
exorbitant,0,0,0,1,0,2,1,0
attorney,0,0,0,0,0,0,0,0
attorney,0,0,1,0,2,0,0,0
attorney,1,1,1,1,1,1,0,0
attorney,0,2,2,2,0,3,0,2
attorney,0,0,0,0,0,0,0,0
attorney,0,0,0,0,0,0,0,0
attorney,0,0,1,0,1,1,0,0
attorney,0,2,2,2,3,2,1,2
attorney,1,0,0,0,3,0,0,0
attorney,0,0,2,1,0,0,0,0
statement,0,0,0,0,0,0,0,0
statement,0,0,0,0,2,0,0,0
statement,0,0,0,0,0,0,0,0
statement,1,0,1,0,2,0,0,0
recklessness,0,0,0,1,0,0,1,0
recklessness,0,2,0,0,0,0,0,0
recklessness,1,0,2,2,0,2,2,0
recklessness,0,0,3,3,0,2,3,2
recklessness,0,2,3,3,0,3,2,0
beautiful,3,0,0,0,1,0,0,0
beautiful,3,0,0,0,0,0,0,0
beautiful,3,0,0,0,1,0,1,0
beautiful,3,0,0,0,0,0,0,0
beautiful,3,0,0,0,1,0,0,1
beautiful,3,0,1,0,1,0,1,2
beautiful,3,0,0,0,1,0,0,0
beautiful,3,0,0,0,0,0,0,0
beautiful,3,0,0,0,3,0,0,1
runway,0,0,0,0,0,0,0,0
runway,0,0,0,0,0,0,0,0
runway,1,2,1,1,0,1,0,1
runway,0,0,0,0,0,0,0,0
runway,0,0,0,0,0,0,0,0
rebuke,0,2,1,3,0,2,0,0
rebuke,0,1,0,1,0,0,0,0
rebuke,0,1,1,1,0,1,0,0
rebuke,0,0,0,0,0,0,0,0
tantamount,0,0,0,0,0,0,0,0
tantamount,0,0,0,0,1,0,0,1
tantamount,0,0,0,0,0,0,0,0
tantamount,0,0,0,0,0,0,0,0
tantamount,0,0,0,0,0,0,0,0
seat,0,0,0,0,0,0,0,0
seat,0,0,0,0,0,0,0,0
seat,0,0,0,0,2,0,0,0
seat,1,0,1,0,0,0,0,0
interpolation,0,0,0,0,0,0,0,0
interpolation,0,0,0,0,1,0,0,0
interpolation,0,0,0,0,0,0,0,0
interpolation,0,0,0,0,0,0,0,0
bale,0,0,0,0,0,0,0,0
bale,0,0,0,0,0,0,0,0
bale,1,0,0,0,0,0,0,0
bale,0,0,0,0,0,0,0,0
bale,0,0,0,0,0,0,0,0
grim,0,3,3,3,0,2,2,3
grim,0,3,2,0,0,1,0,1
grim,0,2,1,0,0,1,0,0
grim,0,3,3,2,1,2,0,2
deed,0,0,0,0,0,0,0,0
deed,0,0,0,0,0,0,0,0
deed,0,0,0,0,2,0,0,0
deed,0,0,0,0,0,0,0,0
deed,0,0,0,0,0,0,0,0
scorn,0,1,1,3,0,3,0,0
scorn,0,2,1,1,0,1,0,0
scorn,0,0,0,2,0,1,0,0
scorn,0,1,1,2,0,1,0,0
scorn,0,2,3,3,2,1,0,0
balmy,0,0,0,0,0,0,0,0
balmy,0,0,0,0,0,0,0,0
balmy,0,0,0,0,0,0,0,0
balmy,0,0,0,0,0,0,0,0
diverge,0,1,0,0,0,0,0,0
diverge,0,0,0,0,0,0,0,0
diverge,0,0,0,0,0,0,0,0
diverge,0,0,0,0,0,0,0,0
diverge,0,0,0,1,0,1,0,0
vulgarity,0,0,0,0,0,3,0,0
vulgarity,0,2,0,3,0,2,0,0
vulgarity,0,0,1,2,0,2,0,0
vulgarity,0,2,3,3,0,3,1,0
peaked,0,0,0,0,0,0,0,0
peaked,0,0,0,0,0,0,0,0
peaked,0,0,1,1,0,0,0,3
peaked,1,0,0,0,0,0,0,1
peaked,0,0,0,0,0,0,0,0
tiara,1,0,0,0,0,0,1,1
tiara,0,0,0,0,0,0,0,0
tiara,1,0,0,1,1,1,0,0
speck,0,0,0,0,0,1,0,0
speck,0,1,0,2,0,3,0,0
speck,0,1,0,1,0,2,0,0
speck,1,2,1,2,1,2,2,1
speck,0,0,0,0,0,0,0,0
usage,1,2,2,2,0,1,0,1
usage,0,0,0,0,0,0,0,0
usage,0,0,0,0,0,0,0,0
usage,0,0,0,0,2,0,0,0
usage,0,0,0,0,0,0,0,0
senior,0,1,1,0,1,0,0,0
senior,0,1,0,0,1,0,0,0
senior,0,0,0,0,0,0,0,0
senior,1,1,0,0,3,2,0,0
senior,0,0,0,0,1,1,0,0
overestimate,1,1,1,1,1,1,0,1
overestimate,0,0,0,0,0,0,0,0
overestimate,0,0,0,0,0,0,1,0
overestimate,0,0,0,0,0,0,0,0
overestimate,0,0,0,0,1,0,0,0
frenzied,1,0,2,2,0,0,0,0
frenzied,0,0,1,2,0,0,0,1
frenzied,1,2,2,2,1,2,2,2
frenzied,0,0,0,0,0,0,0,0
frenzied,0,1,2,2,2,2,0,0
create,1,0,0,0,0,0,0,0
create,0,0,0,0,0,0,0,0
create,0,0,0,0,0,0,0,0
create,0,0,0,0,0,0,0,0
horror,0,0,3,0,0,1,2,1
horror,0,2,3,1,0,3,2,0
horror,0,1,3,2,0,2,2,1
horror,0,1,3,1,0,1,2,2
horror,0,3,3,3,0,3,3,0
established,0,0,0,0,1,0,0,0
established,0,0,0,0,2,0,0,0
established,0,0,0,0,1,0,0,0
mooted,0,0,0,0,1,0,0,0
mooted,0,0,0,0,0,0,0,0
mooted,0,0,0,0,0,0,0,0
mooted,0,0,1,0,1,0,0,0
shear,0,0,0,0,0,0,0,0
shear,0,0,0,0,0,0,0,0
shear,0,2,0,2,3,0,1,0
shear,0,0,0,0,0,0,0,0
sally,0,0,0,0,0,0,0,0
sally,0,0,0,0,0,0,1,0
sally,0,0,0,0,0,0,0,0
sally,0,1,1,0,0,2,1,1
sally,0,0,0,0,0,0,0,0
coaster,0,0,0,0,0,0,0,0
coaster,0,0,0,0,1,0,0,0
coaster,1,0,1,0,0,0,0,0
pantheon,0,0,0,0,0,0,0,0
pantheon,1,0,0,0,0,0,0,0
pantheon,1,1,0,0,0,0,0,0
charcoal,0,0,0,0,0,0,0,0
charcoal,0,0,0,0,0,0,0,0
charcoal,0,0,0,0,0,0,0,0
charcoal,0,0,0,0,0,0,0,0
tyrant,0,3,3,3,0,3,0,0
tyrant,0,0,3,3,0,2,0,0
tyrant,0,1,3,3,0,2,1,1
tyrant,0,1,3,3,1,3,1,3
statistical,0,0,0,0,1,0,0,0
statistical,0,0,0,0,2,0,0,0
statistical,0,0,0,0,0,0,0,0
statistical,0,0,0,0,2,0,0,0
separatist,0,2,3,3,0,2,0,0
separatist,0,0,0,0,0,0,0,0
separatist,0,0,1,0,0,0,0,0
separatist,0,1,1,2,0,2,0,1
smut,0,1,1,1,0,2,0,0
smut,0,0,0,2,0,3,0,0
smut,0,0,0,0,0,1,0,0
banker,0,0,0,0,2,0,0,0
banker,0,0,0,0,0,0,0,0
banker,0,0,0,0,3,0,1,2
banker,0,1,2,1,3,1,0,0
flying,0,0,0,0,0,0,0,0
flying,0,0,0,0,0,0,0,0
flying,1,1,0,3,1,0,3,2
parrot,0,0,0,0,0,0,0,0
parrot,0,0,0,2,0,3,0,0
parrot,0,1,1,1,0,2,0,0
parrot,0,0,0,1,0,1,0,0
malady,0,1,0,0,0,0,0,0
malady,0,1,3,1,0,1,0,0
malady,0,1,1,0,0,2,0,0
malady,0,2,2,1,0,1,0,0
malady,0,0,0,0,0,0,0,0
tingle,0,0,0,0,0,0,0,0
tingle,0,0,0,0,0,0,0,0
tingle,0,0,0,0,0,0,0,0
resolutely,0,0,0,0,0,0,0,0
resolutely,0,0,0,0,0,0,0,0
resolutely,0,0,0,0,1,0,0,3
resolutely,0,0,0,0,0,0,0,0
suppress,0,3,3,0,0,0,0,0
suppress,0,2,2,2,0,1,0,0
suppress,0,0,0,0,0,0,0,0
suppress,0,1,0,0,0,0,0,0
suppress,0,0,0,0,0,0,0,0
suppress,0,2,1,0,0,1,0,0
inefficiency,0,0,0,0,0,1,0,0
inefficiency,0,0,1,1,0,0,0,0
inefficiency,0,0,0,0,0,0,0,0
inefficiency,0,0,0,1,1,0,0,0
inefficiency,0,0,1,0,0,0,0,0
obelisk,0,0,0,0,0,0,0,0
obelisk,0,0,0,0,0,0,0,0
obelisk,0,0,0,0,1,0,0,0
obelisk,0,0,0,0,0,0,0,0
obelisk,0,0,0,0,0,0,0,0
inkling,0,0,0,0,2,0,0,0
inkling,0,0,0,0,1,0,0,1
inkling,0,0,0,0,0,0,0,0
inkling,0,0,0,0,0,0,0,0
inkling,0,2,2,2,0,1,2,2
anterior,0,0,0,0,0,0,0,0
anterior,0,0,0,0,0,0,0,1
anterior,0,0,0,0,0,0,0,0
anterior,0,0,0,0,0,0,0,0
anterior,0,0,0,0,0,0,0,0
anterior,0,0,0,0,0,0,0,0
anterior,0,0,0,0,0,0,0,0
anterior,0,0,0,0,0,0,0,0
anterior,0,0,0,0,0,0,2,0
anterior,0,0,0,0,2,0,1,2
hardy,3,0,1,3,2,1,3,1
hardy,3,1,0,0,3,1,0,3
hardy,3,0,0,1,3,0,1,0
naught,0,1,0,1,0,0,0,0
naught,0,0,0,0,0,0,0,0
naught,0,0,0,0,0,0,0,0
naught,0,0,0,0,0,0,0,0
naught,0,1,1,1,0,0,1,0
boomerang,0,0,0,0,0,0,0,0
boomerang,0,0,0,0,0,0,0,0
boomerang,0,0,0,0,0,0,0,0
boomerang,0,1,1,1,2,1,2,1
riddance,0,0,0,0,0,1,0,0
riddance,0,0,0,0,0,0,0,0
riddance,0,0,0,0,0,1,0,0
riddance,1,1,0,1,0,1,0,1
riddance,0,1,0,1,0,0,0,0
riddance,1,1,0,0,0,0,0,0
flesh,0,0,0,0,0,0,0,0
flesh,0,1,0,0,0,1,0,0
flesh,0,0,0,0,0,0,0,0
flesh,1,0,1,2,2,1,0,1
traitor,0,0,0,0,0,0,0,0
traitor,0,1,2,3,3,2,2,0
traitor,0,2,3,3,0,3,0,1
traitor,0,3,3,3,0,3,2,0
traitor,0,2,1,3,0,2,0,0
dense,0,0,0,0,0,0,0,0
dense,0,2,1,2,0,1,0,0
dense,0,0,0,0,0,0,0,0
dense,0,1,0,0,0,0,0,0
dense,0,0,0,0,0,0,0,0
zone,0,0,0,0,0,0,0,0
zone,0,0,0,0,0,0,0,1
zone,0,0,0,0,0,0,0,0
zone,0,0,0,0,2,0,0,0
memorable,2,0,0,0,0,0,0,0
memorable,2,1,1,1,2,1,2,1
memorable,2,1,0,0,0,0,2,0
magnitude,2,0,0,0,2,0,0,2
magnitude,2,1,0,0,0,0,0,0
magnitude,2,0,0,0,0,0,1,1
cutter,0,0,0,0,1,0,0,0
cutter,0,0,0,0,0,0,0,0
cutter,0,0,0,0,2,0,0,0
cutter,0,0,0,0,0,0,0,0
preparatory,0,0,0,0,0,0,0,0
preparatory,0,0,1,0,1,0,0,1
preparatory,0,0,0,0,0,0,0,0
preparatory,0,0,0,0,0,0,0,1
preparatory,0,0,0,0,0,0,0,0
indelible,0,1,2,0,1,1,0,1
indelible,1,1,1,0,1,0,0,0
indelible,1,1,0,1,1,1,0,1
indelible,0,0,0,0,0,0,0,0
haze,0,0,3,2,0,2,0,0
haze,0,1,1,1,1,1,0,1
haze,0,1,2,0,0,1,2,2
haze,0,0,0,0,0,0,0,0
progressive,1,0,0,0,1,1,2,3
progressive,0,0,0,0,0,0,0,1
progressive,0,0,0,0,0,0,0,0
progressive,0,0,0,0,1,0,0,1
progressive,0,0,0,0,0,0,0,0
sport,0,0,0,0,0,0,0,0
sport,0,0,0,0,1,0,0,0
sport,1,0,0,0,0,0,0,0
sport,0,0,0,0,0,0,0,0
splinter,0,3,1,2,0,0,0,0
splinter,0,1,1,1,1,1,1,1
splinter,0,0,0,0,0,0,0,0
splinter,0,0,0,0,0,0,0,0
surplus,1,0,0,0,0,0,0,0
surplus,0,0,0,0,0,0,0,0
surplus,0,0,0,0,0,0,0,0
surplus,0,0,0,0,0,0,0,0
surplus,0,0,0,0,0,0,0,0
casket,0,3,2,0,0,0,0,0
casket,0,3,2,0,0,0,1,0
casket,0,3,3,2,0,2,0,0
casket,0,3,3,0,0,1,0,0
casket,0,3,2,0,0,1,0,1
overgrowth,0,1,2,1,0,2,1,0
overgrowth,0,0,0,0,0,0,0,0
overgrowth,0,0,0,0,0,0,0,0
overgrowth,0,0,0,0,0,0,0,0
overgrowth,0,0,0,0,0,0,0,0
debauchery,1,3,3,3,0,3,1,0
debauchery,1,0,0,0,0,2,1,1
debauchery,0,0,0,0,0,0,0,0
debauchery,0,0,0,0,0,2,0,0
debauchery,1,3,1,2,0,3,0,0
cavalry,1,0,0,0,0,0,0,0
cavalry,0,0,1,0,0,0,1,0
cavalry,0,0,0,0,0,0,0,0
cavalry,0,0,1,2,0,0,0,0
cavalry,0,0,0,0,0,0,0,0
cavalry,1,2,1,1,1,1,0,0
blur,0,0,0,0,0,0,0,0
blur,0,0,0,0,0,0,0,0
blur,0,0,0,0,0,0,0,0
blur,0,1,1,2,2,3,1,1
severable,0,1,0,0,0,1,1,2
severable,0,0,0,0,0,0,0,0
severable,0,0,0,0,0,0,0,0
severable,0,0,0,0,0,0,0,0
severable,0,0,0,0,0,0,0,0
emphasis,0,0,0,0,0,0,0,0
emphasis,0,0,0,0,0,0,0,0
emphasis,1,0,0,1,1,3,1,2
emphasis,0,0,0,0,1,0,0,0
emphasis,0,0,0,0,0,0,0,0
manure,0,2,3,3,0,3,0,0
manure,0,0,1,0,0,2,0,0
manure,0,0,0,1,0,3,3,0
manure,0,0,0,0,0,2,0,0
manure,0,0,0,0,0,0,0,0
outright,0,0,0,0,0,0,0,0
outright,1,0,1,2,0,1,0,0
outright,0,0,0,0,0,0,1,0
snore,0,0,0,0,0,1,0,0
snore,0,0,0,0,0,0,0,0
snore,0,0,0,0,0,0,0,0
snore,0,0,0,0,0,1,0,0
snore,0,0,1,1,1,3,1,1
paragraph,0,0,0,0,0,0,0,0
paragraph,0,0,0,0,0,0,0,0
paragraph,0,0,0,0,0,0,0,0
paragraph,0,0,0,0,0,0,0,0
success,3,0,1,0,0,0,1,3
success,3,0,0,0,0,0,0,2
success,3,0,0,0,1,0,0,2
success,3,0,0,0,2,0,1,2
laxative,0,1,2,0,0,1,0,2
laxative,0,0,0,0,0,0,0,1
laxative,0,0,1,0,0,2,0,1
laxative,0,0,1,0,1,1,0,1
appearance,0,0,0,0,3,0,2,0
appearance,0,0,0,0,0,0,0,0
appearance,0,0,0,0,0,0,0,0
appearance,0,0,0,0,1,0,0,0
appearance,0,0,0,0,0,0,0,0
appearance,0,0,0,0,0,0,0,0
appearance,0,0,0,0,0,0,0,0
appearance,1,1,0,0,0,1,1,0
appearance,1,1,0,1,1,2,0,3
appearance,0,1,1,0,1,1,1,0
appearance,0,0,0,0,0,0,0,0
appearance,1,0,0,0,1,0,1,1
gala,0,0,0,0,0,0,0,0
gala,0,0,0,0,0,0,0,0
gala,0,0,0,0,0,0,0,0
scar,0,3,3,1,1,2,0,1
scar,0,2,3,1,0,3,1,0
scar,0,1,1,1,0,2,0,0
scar,0,2,2,0,0,1,0,0
scar,0,0,2,1,0,1,1,0
proximity,1,0,1,0,1,0,0,0
proximity,0,0,0,0,0,0,0,0
proximity,0,0,0,0,0,0,0,0
proximity,0,0,0,0,0,0,0,0
proximity,0,0,0,0,0,0,0,1
extant,1,0,1,0,2,0,1,2
extant,0,0,0,0,0,0,0,0
extant,0,0,0,0,0,0,0,0
extant,0,1,0,0,0,0,1,2
extant,0,0,0,0,0,0,0,0
cowardly,0,3,3,3,0,3,1,1
cowardly,0,1,3,1,0,2,0,0
cowardly,0,1,3,0,0,0,0,0
cowardly,0,2,1,0,0,1,0,0
cowardly,0,0,1,0,0,1,0,0
cavity,0,0,2,0,0,0,0,2
cavity,0,0,0,0,0,0,0,0
cavity,0,0,0,0,0,0,0,0
charcoal,0,0,0,0,0,0,0,0
charcoal,0,0,0,0,1,0,0,0
charcoal,0,0,0,0,0,0,0,0
charcoal,0,0,0,0,0,0,0,0
charcoal,0,0,0,0,1,0,0,1
coroner,1,0,0,2,0,0,2,1
coroner,0,0,0,0,2,0,0,0
coroner,0,1,0,0,0,0,0,0
coroner,0,3,2,0,0,1,0,0
needless,0,0,0,0,0,1,0,0
needless,0,0,0,0,0,0,0,0
needless,0,0,0,0,0,0,0,0
entry,0,0,0,0,0,0,0,0
entry,0,0,0,0,0,0,0,0
entry,0,0,0,0,0,0,0,0
entry,0,0,0,0,3,0,3,2
entry,0,0,0,0,0,0,0,0
disseminate,0,0,0,0,2,0,0,0
disseminate,0,0,0,0,0,0,0,0
disseminate,1,0,0,0,1,0,0,2
hunch,0,1,1,0,0,1,0,0
hunch,0,1,1,0,0,0,0,0
hunch,0,0,0,0,0,0,0,0
hunch,0,3,2,2,0,3,0,0
stupidity,0,2,2,3,0,3,1,1
stupidity,0,0,0,0,0,0,0,0
stupidity,0,0,0,0,0,1,0,0
constraint,0,1,1,2,0,0,0,0
constraint,0,0,0,0,0,0,0,0
constraint,0,1,0,1,1,1,1,1
constraint,0,0,0,0,0,0,0,0
smuggling,0,3,3,1,1,2,0,0
smuggling,0,0,0,0,0,1,1,0
smuggling,0,0,0,0,0,0,0,0
smuggling,0,0,1,0,0,0,1,2
hide,0,2,2,2,1,1,1,1
hide,0,2,3,0,0,1,2,2
hide,0,1,3,1,0,1,1,1
hide,0,0,1,0,1,0,0,0
hide,0,0,0,0,0,0,0,0
gambler,0,0,0,0,0,0,0,0
gambler,0,0,0,0,0,0,0,0
gambler,0,0,0,0,0,0,0,1
aggregate,0,0,0,0,0,0,0,0
aggregate,0,0,0,0,0,0,0,0
aggregate,0,0,0,0,1,0,0,0
aggregate,0,0,0,0,0,0,0,1
aggregate,0,0,0,0,0,0,0,0
aggregate,0,0,0,0,1,0,0,0
aggregate,0,0,0,0,1,0,0,0
aggregate,0,0,0,0,1,0,1,0
aggregate,1,0,0,0,0,0,0,1
aggregate,0,0,0,0,0,0,0,0
aggregate,0,0,0,0,0,0,0,0
aggregate,0,0,0,0,0,0,0,0
aggregate,0,0,0,0,0,0,0,0
aggregate,0,0,0,0,1,0,0,0
clothing,0,0,0,0,1,0,0,0
clothing,0,0,0,0,1,1,0,0
clothing,0,0,0,0,0,0,0,0
clothing,0,0,0,0,0,0,0,0
clothing,0,0,0,0,0,0,0,0
shop,0,0,0,0,0,0,0,0
shop,0,0,0,0,0,0,0,0
shop,0,0,0,0,0,0,0,0
shop,0,0,0,0,0,0,0,0
shop,0,0,0,0,0,0,0,1
ordinance,0,1,1,0,2,0,0,0
ordinance,0,0,1,0,1,0,0,1
ordinance,0,0,0,0,1,0,0,1
ordinance,0,0,0,0,0,0,0,0
redundancy,0,0,0,0,0,0,0,0
redundancy,0,0,0,1,0,1,0,0
redundancy,0,1,1,1,1,1,1,1
redundancy,0,0,0,0,0,0,0,0
antiseptic,0,1,1,0,2,1,0,0
antiseptic,1,0,1,0,3,0,0,0
antiseptic,0,0,0,0,0,0,0,0
antiseptic,0,0,0,0,0,0,0,0
antiseptic,1,0,0,0,2,0,0,0
admiration,0,0,0,0,0,0,0,3
admiration,0,0,0,0,0,0,0,1
admiration,0,0,0,0,0,0,0,0
admiration,1,0,0,0,3,0,0,0
admiration,1,0,0,0,1,0,0,0
ambush,0,1,3,3,0,0,3,2
ambush,0,0,3,3,0,2,3,1
ambush,0,0,3,0,0,0,3,2
ambush,0,0,2,0,0,0,3,0
ambush,0,1,2,0,0,0,2,0
ambush,0,2,3,2,0,1,3,0
ambush,0,0,0,0,0,0,0,0
ambush,0,2,3,2,3,3,3,3
ambush,0,0,0,0,0,0,0,0
ambush,0,3,2,1,0,1,3,0
ambush,0,0,1,1,0,1,0,0
ambush,0,1,3,3,0,0,3,0
ambush,0,0,1,0,0,0,3,0
boarder,0,0,0,0,0,0,0,0
boarder,0,0,0,0,0,0,0,0
boarder,0,1,1,0,1,0,2,1
boarder,0,0,0,0,0,0,0,0
boarder,0,0,0,0,1,0,0,0
ardor,2,0,0,0,2,0,0,1
ardor,2,0,0,1,0,0,0,1
ardor,2,0,0,0,0,0,0,1
ardor,2,0,0,0,1,0,0,1
ardor,2,1,1,1,1,1,1,2
ardor,2,0,0,0,0,0,0,2
ardor,2,0,0,0,2,0,0,3
intonation,0,0,0,0,0,0,1,1
intonation,0,0,0,0,0,0,0,0
intonation,1,0,0,1,0,0,1,0
intonation,0,0,0,0,0,0,0,0
enter,0,0,0,0,0,0,0,0
enter,0,0,0,0,0,0,0,0
enter,1,0,0,0,1,0,0,2
enter,0,0,0,0,0,0,0,0
enter,0,0,0,0,1,0,0,1
coax,1,1,1,0,3,1,1,1
coax,0,0,0,0,0,0,0,0
coax,0,0,0,2,2,1,0,1
handkerchief,0,2,0,0,0,1,0,0
handkerchief,0,0,0,0,3,1,0,1
handkerchief,0,1,0,0,0,0,0,0
handkerchief,0,0,0,0,0,0,0,0
handkerchief,0,0,0,0,0,1,0,0
ravine,0,0,2,0,0,0,1,0
ravine,0,1,3,1,0,0,1,2
ravine,0,0,2,0,0,0,0,0
ravine,0,0,0,0,0,0,0,0
ravine,0,0,0,0,0,0,0,0
holding,1,0,0,0,1,0,0,0
holding,0,0,0,0,0,0,0,0
holding,0,0,0,0,0,0,0,0
holding,0,1,0,1,0,1,1,0
holding,0,0,0,0,0,0,0,0
radius,0,0,0,0,1,0,0,0
radius,1,0,0,0,1,0,0,0
radius,0,0,0,0,0,0,0,0
radius,0,0,0,0,0,0,0,0
radius,0,0,0,0,0,0,0,0
inch,0,0,0,0,0,0,0,0
inch,0,0,0,0,0,1,1,1
inch,0,0,0,0,0,0,0,0
inch,0,0,0,0,3,0,0,1
inch,0,0,0,0,0,1,0,0
pantry,0,0,0,0,0,0,0,0
pantry,1,0,2,1,0,0,3,1
pantry,0,0,0,0,0,0,0,0
pantry,0,0,0,0,0,0,0,0
pantry,0,0,0,0,0,0,0,0
scenery,0,0,0,0,0,0,0,0
scenery,1,0,0,0,0,0,0,0
scenery,1,1,0,0,0,1,1,1
patrol,0,0,0,0,2,0,0,0
patrol,0,0,0,0,0,0,0,0
patrol,0,0,0,0,3,0,2,2
patrol,0,0,1,0,1,0,0,0
primate,0,0,0,0,2,0,0,0
primate,1,0,0,0,0,0,0,0
primate,0,0,0,0,0,0,0,0
bearer,0,0,1,0,1,0,0,0
bearer,0,0,0,0,0,0,0,0
bearer,1,1,1,0,0,1,1,2
horrible,0,0,0,0,0,0,0,0
horrible,0,1,2,2,0,2,1,0
horrible,0,0,0,0,0,2,0,0
horrible,0,2,2,2,0,3,0,0
horrible,0,1,2,3,0,3,1,1
beaming,3,0,0,0,0,0,1,1
beaming,3,0,0,0,0,0,0,2
beaming,3,0,0,0,3,0,2,2
ostensible,0,0,0,0,1,0,0,0
ostensible,0,0,0,0,0,0,0,0
ostensible,0,0,0,0,0,0,0,0
ostensible,0,0,0,0,0,0,0,2
ostensible,0,0,0,0,0,2,0,1
folly,0,0,0,0,0,0,0,0
folly,0,0,1,2,0,1,0,0
folly,0,0,0,0,0,0,0,0
folly,1,0,0,0,1,0,0,0
island,0,0,0,0,0,0,0,0
island,0,0,0,0,0,0,0,0
island,0,2,1,0,1,0,2,1
sultan,0,0,2,0,0,0,0,0
sultan,1,1,3,2,0,2,1,0
sultan,0,0,0,0,0,0,0,0
sultan,0,0,0,0,1,0,0,0
bouquet,3,0,0,0,3,0,1,0
bouquet,3,0,0,0,1,0,3,2
bouquet,3,0,0,0,0,0,0,0
bouquet,3,0,0,0,0,0,1,0
novelty,0,0,0,0,0,0,0,0
novelty,0,0,0,0,0,0,0,0
novelty,0,0,0,0,0,0,0,0
novelty,0,0,0,0,0,0,0,0
photometry,0,0,0,0,0,0,0,0
photometry,0,0,0,0,0,0,0,0
photometry,0,0,0,0,0,0,0,0
photometry,0,0,0,0,0,0,0,0
increased,0,0,0,0,0,0,0,0
increased,0,0,0,0,0,0,0,0
increased,0,0,0,0,0,0,0,0
increased,1,1,1,1,1,1,1,1
increased,0,0,0,0,0,0,0,0
gratify,3,0,0,0,0,0,3,2
gratify,3,0,0,0,0,0,0,0
gratify,3,0,0,0,3,0,3,0
gratify,3,0,0,0,0,0,0,0
gratify,3,0,0,0,0,0,0,0
gratify,3,0,0,0,3,0,1,1
gratify,3,0,0,0,1,0,1,1
penal,0,1,0,1,0,0,0,0
penal,0,2,2,1,0,0,0,1
